FACNAME,COURSECODE,NAMEENGLISHABBR,EXAMDATE,EXAMSTARTTIME,EXAMENDTIME,EXAMTYPE,BUILDINGNAMEABBR,ROOMNO,NUMEXAMSEAT,STUDYPROGRAMSYSTEM
"คณะวิทยาศาสตร์","2301101","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","306",45,"S"
"คณะวิทยาศาสตร์","2301101","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","307",1,"S"
"คณะวิทยาศาสตร์","2301101","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","EDU3","506",27,"S"
"คณะวิทยาศาสตร์","2301101","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","EDU3","502",100,"S"
"คณะวิทยาศาสตร์","2301101","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","307",43,"S"
"คณะวิทยาศาสตร์","2301103","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHA80","401",45,"S"
"คณะวิทยาศาสตร์","2301103","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHAIN","302",35,"S"
"คณะวิทยาศาสตร์","2301103","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","WKB12","1224",51,"S"
"คณะวิทยาศาสตร์","2301103","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHAIN","1002",91,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามตอนเรียน","AR","AR",36,"I"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามตอนเรียน","ENG2","303/2",20,"I"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามตอนเรียน","ENG2","304/1",26,"I"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","315",82,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","318",45,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","320",45,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","419",20,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","418",45,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","417",35,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","415",82,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","409",70,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","404",40,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","401",52,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","324",45,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","322",45,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","230",16,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","230",8,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","229",24,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","222",42,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","420",50,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","319",45,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","317",35,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG3","309",46,"S"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามตอนเรียน","ENG2","303/2",22,"I"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามตอนเรียน","ENG2","303/1",30,"I"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามตอนเรียน","ENG2","210",48,"I"
"คณะวิทยาศาสตร์","2301107","CALCULUS I",2/12/2015,830,1130,"เรียงตามตอนเรียน","ENG2","302",52,"I"
"คณะวิทยาศาสตร์","2301113","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","BIO1","224",25,"S"
"คณะวิทยาศาสตร์","2301113","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","231",26,"S"
"คณะวิทยาศาสตร์","2301113","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","309",26,"S"
"คณะวิทยาศาสตร์","2301113","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","228",26,"S"
"คณะวิทยาศาสตร์","2301113","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","501/1",39,"S"
"คณะวิทยาศาสตร์","2301113","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHYS1","204",42,"S"
"คณะวิทยาศาสตร์","2301113","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHYS1","212",42,"S"
"คณะวิทยาศาสตร์","2301113","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MATSC","411",40,"S"
"คณะวิทยาศาสตร์","2301115","CALCULUS BUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM2","215",101,"S"
"คณะวิทยาศาสตร์","2301115","CALCULUS BUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","304",134,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","201",38,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","409",64,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","221",32,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","220",32,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","M02",38,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","M01",38,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","401",64,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","207",35,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","301",38,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","302",38,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","308",35,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","208",35,"S"
"คณะวิทยาศาสตร์","2301117","CALCULUS I",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","202",38,"S"
"คณะวิทยาศาสตร์","2301119","CAL BUS",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","131",40,"S"
"คณะวิทยาศาสตร์","2301119","CAL BUS",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","224",60,"S"
"คณะวิทยาศาสตร์","2301119","CAL BUS",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MAHIT","207",76,"S"
"คณะวิทยาศาสตร์","2301119","CAL BUS",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM1","225",60,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","201",38,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","230",26,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","229",24,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","222",35,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","221",35,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","301",38,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","302",38,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","M01",46,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","220",35,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","M02",38,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","208",35,"S"
"คณะวิทยาศาสตร์","2301170","COMP PROG",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","202",38,"S"
"คณะวิทยาศาสตร์","2301203","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM1","225",52,"S"
"คณะวิทยาศาสตร์","2301203","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","COM2","220",51,"S"
"คณะวิทยาศาสตร์","2301203","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","EDU3","502",58,"S"
"คณะวิทยาศาสตร์","2301207","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ENG3","204",40,"S"
"คณะวิทยาศาสตร์","2301207","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ENG3","318",42,"S"
"คณะวิทยาศาสตร์","2301207","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ENG3","309",40,"S"
"คณะวิทยาศาสตร์","2301207","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ENG3","206",42,"S"
"คณะวิทยาศาสตร์","2301207","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ENG3","304",42,"S"
"คณะวิทยาศาสตร์","2301207","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ENG3","305",41,"S"
"คณะวิทยาศาสตร์","2301207","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ENG3","306",40,"S"
"คณะวิทยาศาสตร์","2301207","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ENG3","301",45,"S"
"คณะวิทยาศาสตร์","2301207","CALCULUS III",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ENG3","205",40,"S"
"คณะวิทยาศาสตร์","2301215","MULTIVAR CALCULUS",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG2","302",24,"I"
"คณะวิทยาศาสตร์","2301215","MULTIVAR CALCULUS",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ENG1","304",55,"S"
"คณะวิทยาศาสตร์","2301215","MULTIVAR CALCULUS",3/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","ENG1","303",55,"S"
"คณะวิทยาศาสตร์","2301216","LIN ALG DIFF EQ",1/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG2","304/2",24,"I"
"คณะวิทยาศาสตร์","2301216","LIN ALG DIFF EQ",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG1","303",55,"S"
"คณะวิทยาศาสตร์","2301216","LIN ALG DIFF EQ",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","ENG1","304",55,"S"
"คณะวิทยาศาสตร์","2301217","CALCULUS III",3/12/2015,1300,1600,"เรียงตามตอนเรียน","MHMK","401",64,"S"
"คณะวิทยาศาสตร์","2301217","CALCULUS III",3/12/2015,1300,1600,"เรียงตามตอนเรียน","MHMK","M02",39,"S"
"คณะวิทยาศาสตร์","2301217","CALCULUS III",3/12/2015,1300,1600,"เรียงตามตอนเรียน","MHMK","M01",31,"S"
"คณะวิทยาศาสตร์","2301221","PRIN MATH I",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","EDU3","502",53,"S"
"คณะวิทยาศาสตร์","2301224","PRIN MATH",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","207",21,"S"
"คณะวิทยาศาสตร์","2301224","PRIN MATH",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","208",21,"S"
"คณะวิทยาศาสตร์","2301232","DISCRETE MATH/APP",4/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","EDU3","507",28,"S"
"คณะวิทยาศาสตร์","2301233","DISCRETE MATH",8/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","301",32,"S"
"คณะวิทยาศาสตร์","2301233","DISCRETE MATH",8/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","302",33,"S"
"คณะวิทยาศาสตร์","2301234","LINEAR ALGEBRA I",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","301",38,"S"
"คณะวิทยาศาสตร์","2301242","GEOMETRY",1/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","EDU3","506",2,"S"
"คณะวิทยาศาสตร์","2301242","GEOMETRY",1/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","EDU3","506",36,"S"
"คณะวิทยาศาสตร์","2301247","PROB/STAT",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","EDU3","502",45,"S"
"คณะวิทยาศาสตร์","2301250","COMPUTER ETHICS",30/11/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","201",37,"S"
"คณะวิทยาศาสตร์","2301251","REQ ENG PROC",1/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","308",3,"S"
"คณะวิทยาศาสตร์","2301261","INTRO INFO SYSTEM",14/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","201",27,"S"
"คณะวิทยาศาสตร์","2301261","INTRO INFO SYSTEM",14/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","M02",27,"S"
"คณะวิทยาศาสตร์","2301261","INTRO INFO SYSTEM",14/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","M01",27,"S"
"คณะวิทยาศาสตร์","2301263","D STRUC FUND ALGOR",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","201",30,"S"
"คณะวิทยาศาสตร์","2301263","D STRUC FUND ALGOR",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","202",31,"S"
"คณะวิทยาศาสตร์","2301286","PROB/STAT",30/11/2015,1300,1600,"เรียงตามตอนเรียน","MHMK","401",63,"S"
"คณะวิทยาศาสตร์","2301286","PROB/STAT",30/11/2015,1300,1600,"เรียงตามตอนเรียน","MHMK","M01",35,"S"
"คณะวิทยาศาสตร์","2301286","PROB/STAT",30/11/2015,1300,1600,"เรียงตามตอนเรียน","MHMK","M02",38,"S"
"คณะวิทยาศาสตร์","2301302","MATH ANALYSIS",8/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","EDU3","506",27,"S"
"คณะวิทยาศาสตร์","2301307","INTRO REAL ANAL I",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","201",21,"S"
"คณะวิทยาศาสตร์","2301307","INTRO REAL ANAL I",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","202",21,"S"
"คณะวิทยาศาสตร์","2301312","DIFF EQUATIONS",2/12/2015,830,1130,"เรียงตามตอนเรียน","ENG1","305/1",24,"I"
"คณะวิทยาศาสตร์","2301312","DIFF EQUATIONS",2/12/2015,830,1130,"เรียงตามตอนเรียนและคณะ","EN100","502",67,"S"
"คณะวิทยาศาสตร์","2301312","DIFF EQUATIONS",2/12/2015,830,1130,"เรียงตามตอนเรียนและคณะ","MHMK","302",38,"S"
"คณะวิทยาศาสตร์","2301312","DIFF EQUATIONS",2/12/2015,830,1130,"เรียงตามตอนเรียนและคณะ","TAB","220",28,"S"
"คณะวิทยาศาสตร์","2301312","DIFF EQUATIONS",2/12/2015,830,1130,"เรียงตามตอนเรียนและคณะ","TAB","221",28,"S"
"คณะวิทยาศาสตร์","2301312","DIFF EQUATIONS",2/12/2015,830,1130,"เรียงตามตอนเรียนและคณะ","EN100","501",65,"S"
"คณะวิทยาศาสตร์","2301312","DIFF EQUATIONS",2/12/2015,830,1130,"เรียงตามตอนเรียน","ENG1","305/2",23,"I"
"คณะวิทยาศาสตร์","2301331","THEORY OF NUMBERS",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","207",10,"S"
"คณะวิทยาศาสตร์","2301333","LINEAR ALGEBRA",4/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","204",45,"S"
"คณะวิทยาศาสตร์","2301333","LINEAR ALGEBRA",4/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","COM3","205",45,"S"
"คณะวิทยาศาสตร์","2301337","ABST ALGEBRA I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","208",20,"S"
"คณะวิทยาศาสตร์","2301337","ABST ALGEBRA I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHYS1","204",20,"S"
"คณะวิทยาศาสตร์","2301361","SYS ANAL/DSGN",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","201",26,"S"
"คณะวิทยาศาสตร์","2301361","SYS ANAL/DSGN",30/11/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","202",27,"S"
"คณะวิทยาศาสตร์","2301363","OPERATIONS RES I",9/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","202",4,"S"
"คณะวิทยาศาสตร์","2301365","ALGOR DSGN ANAL",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","M01",34,"S"
"คณะวิทยาศาสตร์","2301365","ALGOR DSGN ANAL",2/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","M02",34,"S"
"คณะวิทยาศาสตร์","2301368","IMAGE PROCESSING",4/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","TAB","221",32,"S"
"คณะวิทยาศาสตร์","2301369","DATA COMM I",14/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","401",57,"S"
"คณะวิทยาศาสตร์","2301371","OPER SYS",16/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","M01",34,"S"
"คณะวิทยาศาสตร์","2301371","OPER SYS",16/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","M02",34,"S"
"คณะวิทยาศาสตร์","2301379","THEO COMPUTATION",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","301",33,"S"
"คณะวิทยาศาสตร์","2301379","THEO COMPUTATION",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","302",33,"S"
"คณะวิทยาศาสตร์","2301381","PROBABILITY THEORY",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","220",27,"S"
"คณะวิทยาศาสตร์","2301381","PROBABILITY THEORY",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","221",25,"S"
"คณะวิทยาศาสตร์","2301381","PROBABILITY THEORY",8/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","221",1,"S"
"คณะวิทยาศาสตร์","2301456","INTRO DW/DM",2/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","301",26,"S"
"คณะวิทยาศาสตร์","2301478","SOFTWARE PROJ MGT",9/12/2015,1300,1600,"เรียงตามเลขประจำตัวนิสิต","MHMK","301",6,"S"
"คณะวิทยาศาสตร์","2301479","OBJ-ORI ANAL/DSGN",14/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","207",17,"S"
"คณะวิทยาศาสตร์","2301481","THEORY OF GAMES",1/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","EDU3","506",17,"S"
"คณะวิทยาศาสตร์","2301481","THEORY OF GAMES",1/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","308",13,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","BIO1","224",24,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","401",64,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","309",25,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","231",25,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","230",25,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","229",25,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","228",25,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","222",35,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","221",35,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","TAB","220",35,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","SCI10","306",30,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","SCI10","115",20,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","PHYS1","212",25,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","M02",38,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","M01",38,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","507/1",30,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","409",64,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","302",38,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","201",38,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","207",21,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","208",21,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","301",38,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","MHMK","202",38,"S"
"คณะวิทยาศาสตร์","2302111","GEN CHEM I",3/12/2015,830,1130,"เรียงตามเลขประจำตัวนิสิต","EDU4","208",95,"S"
"คณะวิทยาศาสตร์","2302115","GEN CHEM LAB I",30/11/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","MHMK","201",38,"S"
"คณะวิทยาศาสตร์","2302115","GEN CHEM LAB I",30/11/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","TAB","309",25,"S"
"คณะวิทยาศาสตร์","2302115","GEN CHEM LAB I",30/11/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","TAB","231",25,"S"
"คณะวิทยาศาสตร์","2302115","GEN CHEM LAB I",30/11/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","TAB","230",26,"S"
"คณะวิทยาศาสตร์","2302115","GEN CHEM LAB I",30/11/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","TAB","229",26,"S"
"คณะวิทยาศาสตร์","2302115","GEN CHEM LAB I",30/11/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","TAB","228",25,"S"
"คณะวิทยาศาสตร์","2302115","GEN CHEM LAB I",30/11/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","TAB","222",42,"S"
"คณะวิทยาศาสตร์","2302115","GEN CHEM LAB I",30/11/2015,1300,1500,"เรียงตามเลขประจำตัวนิสิต","TAB","221",42,"S"
